DSAMP,PLOT,CHAMBER,TIME_POINT,time,fertilization,irrigation,N2O_ppm,N2O_umol_per_L,flux_nmol_m2_per_s
4/26/22,22,22,3,2400,BIODYN,drought,0.367571819,0.0151795,
4/26/22,22,22,4,3600,BIODYN,drought,0.370529364,0.015301637,
4/26/22,23,23,1,0,CONMIN,control,0.379656031,0.015783968,6.644
4/26/22,23,23,2,1200,CONMIN,control,1.436897561,0.059738139,
4/26/22,23,23,3,2400,CONMIN,control,0.413705292,0.017199545,
4/26/22,23,23,4,3600,CONMIN,control,3.725713417,0.154894261,
4/26/22,24,24,1,0,CONMIN,drought,0.367744881,0.015186647,0.006
4/26/22,24,24,2,1200,CONMIN,drought,0.367714783,0.015185404,
4/26/22,24,24,3,2400,CONMIN,drought,0.368963934,0.01523699,
4/26/22,24,24,4,3600,CONMIN,drought,0.36966383,0.015265893,
5/3/22,1,1,1,0,CONMIN,control,0.337825133,0.013700601,0.006
5/3/22,1,1,2,1200,CONMIN,control,0.365616059,0.01482767,
5/3/22,1,1,3,2400,CONMIN,control,0.34549393,0.014011611,
5/3/22,1,1,4,3600,CONMIN,control,0.34724274,0.014082535,
5/3/22,2,2,1,0,CONMIN,drought,0.339432317,0.013638647,0.165
5/3/22,2,2,2,1200,CONMIN,drought,0.366962708,0.014744839,
5/3/22,2,2,3,2400,CONMIN,drought,0.389940183,0.015668091,
5/3/22,2,2,4,3600,CONMIN,drought,0.401167974,0.016119232,
5/3/22,3,3,1,0,BIODYN,control,0.34301134,0.013910929,-0.007
5/3/22,3,3,2,1200,BIODYN,control,0.337391954,0.013683033,
5/3/22,3,3,3,2400,BIODYN,control,0.33790199,0.013703718,
5/3/22,3,3,4,3600,BIODYN,control,0.339935509,0.013786188,
5/3/22,4,4,1,0,BIODYN,drought,0.34090705,0.013697903,-0.008
5/3/22,4,4,2,1200,BIODYN,drought,0.337343048,0.013554698,
5/3/22,4,4,3,2400,BIODYN,drought,0.335638547,0.01348621,
5/3/22,4,4,4,3600,BIODYN,drought,0.337922951,0.013577999,
5/3/22,5,5,1,0,CONFYM,control,0.336567589,0.013649601,0.090
5/3/22,5,5,2,1200,CONFYM,control,0.344046232,0.0139529,
5/3/22,5,5,3,2400,CONFYM,control,0.356364251,0.014452461,
5/3/22,5,5,4,3600,CONFYM,control,0.374141749,0.015173432,
5/3/22,6,6,1,0,CONFYM,drought,0.333424706,0.013397256,0.043
5/3/22,6,6,2,1200,CONFYM,drought,0.341151704,0.013707733,
5/3/22,6,6,3,2400,CONFYM,drought,0.34377351,0.013813079,
5/3/22,6,6,4,3600,CONFYM,drought,0.351028591,0.014104594,
5/3/22,7,7,1,0,CONFYM,control,0.395964005,0.016058441,-0.035
5/3/22,7,7,2,1200,CONFYM,control,0.354613286,0.01438145,
5/3/22,7,7,3,2400,CONFYM,control,0.363596527,0.014745768,
5/3/22,7,7,4,3600,CONFYM,control,0.378580165,0.015353434,
5/3/22,8,8,1,0,CONFYM,drought,0.339662942,0.013647914,0.049
5/3/22,8,8,2,1200,CONFYM,drought,0.345284101,0.013873776,
5/3/22,8,8,3,2400,CONFYM,drought,0.352092617,0.014147347,
5/3/22,8,8,4,3600,CONFYM,drought,0.360400021,0.014481145,
5/3/22,9,9,1,0,CONMIN,control,0.336497732,0.013646768,0.216
5/3/22,9,9,2,1200,CONMIN,control,0.357330958,0.014491666,
5/3/22,9,9,3,2400,CONMIN,control,0.390341166,0.015830405,
5/3/22,9,9,4,3600,CONMIN,control,0.417539933,0.016933459,
5/3/22,10,10,1,0,CONMIN,drought,0.569089864,0.022866461,-0.516
5/3/22,10,10,2,1200,CONMIN,drought,0.363414234,0.014602258,
5/3/22,10,10,3,2400,CONMIN,drought,0.343969309,0.013820947,
5/3/22,10,10,4,3600,CONMIN,drought,0.34457772,0.013845393,
5/3/22,11,11,1,0,BIODYN,control,0.336225296,0.013635719,0.007
5/3/22,11,11,2,1200,BIODYN,control,0.33701469,0.013667733,
5/3/22,11,11,3,2400,BIODYN,control,0.337266197,0.013677933,
5/3/22,11,11,4,3600,BIODYN,control,0.338922171,0.013745092,
5/3/22,12,12,1,0,BIODYN,drought,0.337252224,0.013551049,0.004
5/3/22,12,12,2,1200,BIODYN,drought,0.337049621,0.013542908,
5/3/22,12,12,3,2400,BIODYN,drought,0.33591096,0.013497156,
5/3/22,12,12,4,3600,BIODYN,drought,0.339467259,0.013640051,
5/3/22,13,13,1,0,BIODYN,control,0.338544827,0.013729788,0.007
5/3/22,13,13,2,1200,BIODYN,control,0.337468806,0.01368615,
5/3/22,13,13,3,2400,BIODYN,control,0.338481938,0.013727238,
5/3/22,13,13,4,3600,BIODYN,control,0.341165684,0.013836078,
5/3/22,14,14,1,0,BIODYN,drought,0.336092575,0.013504454,0.003
5/3/22,14,14,2,1200,BIODYN,drought,0.335750305,0.013490701,
5/3/22,14,14,3,2400,BIODYN,drought,0.335917946,0.013497437,
5/3/22,14,14,4,3600,BIODYN,drought,0.337489766,0.013560594,
5/3/22,15,15,1,0,CONMIN,control,0.333955406,0.013543663,0.103
5/3/22,15,15,2,1200,CONMIN,control,0.350230671,0.014203711,
5/3/22,15,15,3,2400,CONMIN,control,0.365496836,0.014822835,
5/3/22,15,15,4,3600,CONMIN,control,0.376606449,0.015273389,
5/3/22,16,16,1,0,CONMIN,drought,0.388540414,0.015611847,-0.102
5/3/22,16,16,2,1200,CONMIN,drought,0.347459621,0.01396119,
5/3/22,16,16,3,2400,CONMIN,drought,0.342591831,0.013765599,
5/3/22,16,16,4,3600,CONMIN,drought,0.345668792,0.013889233,
5/3/22,17,17,1,0,CONFYM,control,0.336253238,0.013636852,0.079
5/3/22,17,17,2,1200,CONFYM,control,0.342892477,0.013906109,
5/3/22,17,17,3,2400,CONFYM,control,0.357288924,0.014489961,
5/3/22,17,17,4,3600,CONFYM,control,0.367965833,0.014922966,
5/3/22,18,18,1,0,CONFYM,drought,0.336434862,0.013518207,0.021
5/3/22,18,18,2,1200,CONFYM,drought,0.337364008,0.013555541,
5/3/22,18,18,3,2400,CONFYM,drought,0.343186143,0.013789478,
5/3/22,18,18,4,3600,CONFYM,drought,0.344297985,0.013834153,
5/3/22,19,19,1,0,CONFYM,control,0.571990713,0.023197257,-0.423
5/3/22,19,19,2,1200,CONFYM,control,0.374942166,0.015205894,
5/3/22,19,19,3,2400,CONFYM,control,0.373327372,0.015140405,
5/3/22,19,19,4,3600,CONFYM,control,0.388842856,0.01576964,
5/3/22,20,20,1,0,CONFYM,drought,0.340655416,0.013687792,0.008
5/3/22,20,20,2,1200,CONFYM,drought,0.34092103,0.013698464,
5/3/22,20,20,3,2400,CONFYM,drought,0.341794832,0.013733574,
5/3/22,20,20,4,3600,CONFYM,drought,0.343738546,0.013811674,
5/3/22,21,21,1,0,BIODYN,control,0.335631562,0.01361164,-0.008
5/3/22,21,21,2,1200,BIODYN,control,0.33707058,0.01367,
5/3/22,21,21,3,2400,BIODYN,control,0.33204228,0.013466076,
5/3/22,21,21,4,3600,BIODYN,control,0.333745914,0.013535167,
5/3/22,22,22,1,0,BIODYN,drought,0.341766869,0.013732451,0.002
5/3/22,22,22,2,1200,BIODYN,drought,0.341648026,0.013727676,
5/3/22,22,22,3,2400,BIODYN,drought,0.341808814,0.013734136,
5/3/22,22,22,4,3600,BIODYN,drought,0.342382086,0.013757171,
5/3/22,23,23,1,0,CONMIN,control,0.337266197,0.013677933,0.275
5/3/22,23,23,2,1200,CONMIN,control,0.371930492,0.015083754,
5/3/22,23,23,3,2400,CONMIN,control,0.408898836,0.016583017,
5/3/22,23,23,4,3600,CONMIN,control,0.452300939,0.018343202,
5/3/22,24,24,1,0,CONMIN,drought,0.341787841,0.013733294,0.018
5/3/22,24,24,2,1200,CONMIN,drought,0.343801481,0.013814203,
5/3/22,24,24,3,2400,CONMIN,drought,0.348474152,0.014001955,
5/3/22,24,24,4,3600,CONMIN,drought,0.34781644,0.013975527,
5/10/22,1,1,1,0,CONMIN,control,0.487677189,0.019608652,-0.278
5/10/22,1,1,2,1200,CONMIN,control,0.371004688,0.014917454,
5/10/22,1,1,3,2400,CONMIN,control,0.364601511,0.014659993,
5/10/22,1,1,4,3600,CONMIN,control,0.370602664,0.014901289,
5/10/22,2,2,1,0,CONMIN,drought,0.349779534,0.01390694,0.107
5/10/22,2,2,2,1200,CONMIN,drought,0.36419257,0.014479991,
5/10/22,2,2,3,2400,CONMIN,drought,0.37967489,0.015095555,
5/10/22,2,2,4,3600,CONMIN,drought,0.389887843,0.015501613,
5/10/22,3,3,1,0,BIODYN,control,0.350815209,0.01410567,0.003
5/10/22,3,3,2,1200,BIODYN,control,0.351230905,0.014122384,
5/10/22,3,3,3,2400,BIODYN,control,0.35104067,0.014114735,
5/10/22,3,3,4,3600,BIODYN,control,0.352315985,0.014166013,
5/10/22,4,4,1,0,BIODYN,drought,0.351653655,0.013981454,-0.010
5/10/22,4,4,2,1200,BIODYN,drought,0.34994862,0.013913663,
5/10/22,4,4,3,2400,BIODYN,drought,0.347504072,0.01381647,
5/10/22,4,4,4,3600,BIODYN,drought,0.348109895,0.013840557,
5/10/22,5,5,1,0,CONFYM,control,0.349215925,0.014041365,0.122
5/10/22,5,5,2,1200,CONFYM,control,0.363120904,0.014600461,
5/10/22,5,5,3,2400,CONFYM,control,0.381361399,0.015333879,
5/10/22,5,5,4,3600,CONFYM,control,0.40000701,0.016083587,
5/10/22,6,6,1,0,CONFYM,drought,0.346870093,0.013791263,0.038
5/10/22,6,6,2,1200,CONFYM,drought,0.351061807,0.013957923,
5/10/22,6,6,3,2400,CONFYM,drought,0.357051622,0.014196073,
5/10/22,6,6,4,3600,CONFYM,drought,0.361372526,0.014367868,
5/10/22,7,7,1,0,CONFYM,control,0.402267369,0.016174472,-0.006
5/10/22,7,7,2,1200,CONFYM,control,0.369283802,0.01484826,
5/10/22,7,7,3,2400,CONFYM,control,0.374101254,0.015041961,
5/10/22,7,7,4,3600,CONFYM,control,0.397994083,0.01600265,
5/10/22,8,8,1,0,CONFYM,drought,0.352555556,0.014017313,0.026
5/10/22,8,8,2,1200,CONFYM,drought,0.351400004,0.013971369,
5/10/22,8,8,3,2400,CONFYM,drought,0.356156551,0.014160485,
5/10/22,8,8,4,3600,CONFYM,drought,0.36328306,0.014443829,
5/10/22,9,9,1,0,CONMIN,control,0.349138431,0.01403825,0.280
5/10/22,9,9,2,1200,CONMIN,control,0.382462294,0.015378144,
5/10/22,9,9,3,2400,CONMIN,control,0.417502782,0.016787061,
5/10/22,9,9,4,3600,CONMIN,control,0.457662103,0.018401798,
5/10/22,10,10,1,0,CONMIN,drought,0.553304368,0.021998917,-0.450
5/10/22,10,10,2,1200,CONMIN,drought,0.367725263,0.014620448,
5/10/22,10,10,3,2400,CONMIN,drought,0.356417315,0.014170853,
5/10/22,10,10,4,3600,CONMIN,drought,0.353267243,0.014045609,
5/10/22,11,11,1,0,BIODYN,control,0.352611927,0.014177913,0.022
5/10/22,11,11,2,1200,BIODYN,control,0.353415221,0.014210212,
5/10/22,11,11,3,2400,BIODYN,control,0.355296759,0.014285865,
5/10/22,11,11,4,3600,BIODYN,control,0.361457121,0.014533563,
5/10/22,12,12,1,0,BIODYN,drought,0.348758007,0.013866325,0.004
5/10/22,12,12,2,1200,BIODYN,drought,0.348560753,0.013858483,
5/10/22,12,12,3,2400,BIODYN,drought,0.347349097,0.013810308,
5/10/22,12,12,4,3600,BIODYN,drought,0.350906802,0.01395176,
5/10/22,13,13,1,0,BIODYN,control,0.350906802,0.014109353,0.021
5/10/22,13,13,2,1200,BIODYN,control,0.349244105,0.014042499,
5/10/22,13,13,3,2400,BIODYN,control,0.355275617,0.014285015,
5/10/22,13,13,4,3600,BIODYN,control,0.358207525,0.014402902,
5/10/22,14,14,1,0,BIODYN,drought,0.346567199,0.013779221,0.010
5/10/22,14,14,2,1200,BIODYN,drought,0.347729492,0.013825432,
5/10/22,14,14,3,2400,BIODYN,drought,0.348814365,0.013868566,
5/10/22,14,14,4,3600,BIODYN,drought,0.350378386,0.01393075,
5/10/22,15,15,1,0,CONMIN,control,0.346989843,0.013951859,0.187
5/10/22,15,15,2,1200,CONMIN,control,0.377261807,0.015169042,
5/10/22,15,15,3,2400,CONMIN,control,0.401144223,0.016129312,
5/10/22,15,15,4,3600,CONMIN,control,0.426390311,0.017144413,
5/10/22,16,16,1,0,CONMIN,drought,0.401306687,0.015955617,-0.115
5/10/22,16,16,2,1200,CONMIN,drought,0.358165235,0.014240349,
5/10/22,16,16,3,2400,CONMIN,drought,0.350617933,0.013940274,
5/10/22,16,16,4,3600,CONMIN,drought,0.352717621,0.014023756,
5/10/22,17,17,1,0,CONFYM,control,0.347659048,0.013978766,0.094
5/10/22,17,17,2,1200,CONFYM,control,0.360152986,0.014481126,
5/10/22,17,17,3,2400,CONFYM,control,0.374136525,0.015043379,
5/10/22,17,17,4,3600,CONFYM,control,0.387120591,0.015565446,
5/10/22,18,18,1,0,CONFYM,drought,0.350815209,0.013948118,0.008
5/10/22,18,18,2,1200,CONFYM,drought,0.354993727,0.014114252,
5/10/22,18,18,3,2400,CONFYM,drought,0.353034709,0.014036363,
5/10/22,18,18,4,3600,CONFYM,drought,0.355148766,0.014120417,
5/10/22,19,19,1,0,CONFYM,control,0.546702689,0.021981965,-0.327
5/10/22,19,19,2,1200,CONFYM,control,0.386132377,0.015525712,
5/10/22,19,19,3,2400,CONFYM,control,0.386626478,0.015545579,
5/10/22,19,19,4,3600,CONFYM,control,0.403199838,0.016211965,
5/10/22,20,20,1,0,CONFYM,drought,0.350794072,0.013947278,0.013
5/10/22,20,20,2,1200,CONFYM,drought,0.350329068,0.013928789,
5/10/22,20,20,3,2400,CONFYM,drought,0.351829804,0.013988457,
5/10/22,20,20,4,3600,CONFYM,drought,0.356022646,0.014155161,
5/10/22,21,21,1,0,BIODYN,control,0.346764432,0.013942795,0.007
5/10/22,21,21,2,1200,BIODYN,control,0.345271154,0.013882753,
5/10/22,21,21,3,2400,BIODYN,control,0.345968471,0.013910791,
5/10/22,21,21,4,3600,BIODYN,control,0.349821805,0.014065727,
5/10/22,22,22,1,0,BIODYN,drought,0.349258195,0.013886212,0.026
5/10/22,22,22,2,1200,BIODYN,drought,0.350871574,0.013950359,
5/10/22,22,22,3,2400,BIODYN,drought,0.35681904,0.014186825,
5/10/22,22,22,4,3600,BIODYN,drought,0.35822867,0.014242871,
5/10/22,23,23,1,0,CONMIN,control,0.349314556,0.014045331,0.281
5/10/22,23,23,2,1200,CONMIN,control,0.379801902,0.015271174,
5/10/22,23,23,3,2400,CONMIN,control,0.418831795,0.016840499,
5/10/22,23,23,4,3600,CONMIN,control,0.467776432,0.018808477,
5/10/22,24,24,1,0,CONMIN,drought,0.356135408,0.014159645,-0.002
5/10/22,24,24,2,1200,CONMIN,drought,0.3514916,0.013975011,
5/10/22,24,24,3,2400,CONMIN,drought,0.353140406,0.014040566,
5/10/22,24,24,4,3600,CONMIN,drought,0.354725935,0.014103605,
5/17/22,1,1,1,0,CONMIN,control,0.347869333,0.013845051,0.041
5/17/22,1,1,2,1200,CONMIN,control,0.344981081,0.0137301,
5/17/22,1,1,3,2400,CONMIN,control,0.352073023,0.014012356,
5/17/22,1,1,4,3600,CONMIN,control,0.363305598,0.014459407,
5/17/22,2,2,1,0,CONMIN,drought,0.335677538,0.013207676,0.181
5/17/22,2,2,2,1200,CONMIN,drought,0.366538553,0.014421943,
5/17/22,2,2,3,2400,CONMIN,drought,0.389122519,0.015310539,
5/17/22,2,2,4,3600,CONMIN,drought,0.405745417,0.015964589,
5/17/22,3,3,1,0,BIODYN,control,0.331352738,0.013187697,0.017
5/17/22,3,3,2,1200,BIODYN,control,0.33076257,0.013164209,
5/17/22,3,3,3,2400,BIODYN,control,0.333439303,0.013270742,
5/17/22,3,3,4,3600,BIODYN,control,0.33798515,0.013451664,
5/17/22,4,4,1,0,BIODYN,drought,0.330398886,0.01299998,0.011
5/17/22,4,4,2,1200,BIODYN,drought,0.329458882,0.012962995,
5/17/22,4,4,3,2400,BIODYN,drought,0.331133135,0.01302887,
5/17/22,4,4,4,3600,BIODYN,drought,0.334448483,0.013159317,
5/17/22,5,5,1,0,CONFYM,control,0.328594462,0.013077919,0.050
5/17/22,5,5,2,1200,CONFYM,control,0.33763484,0.013437722,
5/17/22,5,5,3,2400,CONFYM,control,0.345696164,0.01375856,
5/17/22,5,5,4,3600,CONFYM,control,0.349382668,0.013905281,
5/17/22,6,6,1,0,CONFYM,drought,0.328772825,0.012936001,0.031
5/17/22,6,6,2,1200,CONFYM,drought,0.335505869,0.013200921,
5/17/22,6,6,3,2400,CONFYM,drought,0.341069967,0.013419848,
5/17/22,6,6,4,3600,CONFYM,drought,0.340334715,0.013390919,
5/17/22,7,7,1,0,CONFYM,control,0.330906676,0.013248066,0.001
5/17/22,7,7,2,1200,CONFYM,control,0.335327339,0.013234953,
5/17/22,7,7,3,2400,CONFYM,control,0.346707022,0.013287135,
5/17/22,7,7,4,3600,CONFYM,control,0.348006896,0.013243968,
5/17/22,8,8,1,0,CONFYM,drought,0.330460642,0.012961645,0.010
5/17/22,8,8,2,1200,CONFYM,drought,0.352114314,0.013064514,
5/17/22,8,8,3,2400,CONFYM,drought,0.369731439,0.013150673,
5/17/22,8,8,4,3600,CONFYM,drought,0.383669358,0.013117179,
5/17/22,9,9,1,0,CONMIN,control,0.34461669,0.013035603,0.047
5/17/22,9,9,2,1200,CONMIN,control,0.339984294,0.013270742,
5/17/22,9,9,3,2400,CONMIN,control,0.343351773,0.01344647,
5/17/22,9,9,4,3600,CONMIN,control,0.352210662,0.013790854,
5/17/22,10,10,1,0,CONMIN,drought,0.327531231,0.013559399,0.019
5/17/22,10,10,2,1200,CONMIN,drought,0.333439303,0.013377131,
5/17/22,10,10,3,2400,CONMIN,drought,0.33785464,0.013509629,
5/17/22,10,10,4,3600,CONMIN,drought,0.34650759,0.013858193,
5/17/22,11,11,1,0,BIODYN,control,0.329424577,0.013152192,0.136
5/17/22,11,11,2,1200,BIODYN,control,0.332039042,0.014013999,
5/17/22,11,11,3,2400,BIODYN,control,0.334228785,0.014715153,
5/17/22,11,11,4,3600,BIODYN,control,0.333377521,0.015269876,
5/17/22,12,12,1,0,BIODYN,drought,0.332869556,0.01301996,0.046
5/17/22,12,12,2,1200,BIODYN,drought,0.332540084,0.013193897,
5/17/22,12,12,3,2400,BIODYN,drought,0.333851196,0.013641645,
5/17/22,12,12,4,3600,BIODYN,drought,0.332766594,0.013692791,
5/17/22,13,13,1,0,BIODYN,control,0.330096973,0.013137718,0.019
5/17/22,13,13,2,1200,BIODYN,control,0.334180727,0.01330025,
5/17/22,13,13,3,2400,BIODYN,control,0.335450936,0.013350804,
5/17/22,13,13,4,3600,BIODYN,control,0.338479733,0.013471349,
5/17/22,14,14,1,0,BIODYN,drought,0.327380334,0.012881211,0.009
5/17/22,14,14,2,1200,BIODYN,drought,0.331229211,0.01303265,
5/17/22,14,14,3,2400,BIODYN,drought,0.333034297,0.013103674,
5/17/22,14,14,4,3600,BIODYN,drought,0.330570433,0.01300673,
5/17/22,15,15,1,0,CONMIN,control,0.327099125,0.013018405,0.075
5/17/22,15,15,2,1200,CONMIN,control,0.337463126,0.013430888,
5/17/22,15,15,3,2400,CONMIN,control,0.34971977,0.013918697,
5/17/22,15,15,4,3600,CONMIN,control,0.358654953,0.014274314,
5/17/22,16,16,1,0,CONMIN,drought,0.33352168,0.013122851,0.007
5/17/22,16,16,2,1200,CONMIN,drought,0.330247928,0.012994041,
5/17/22,16,16,3,2400,CONMIN,drought,0.332471446,0.013081528,
5/17/22,16,16,4,3600,CONMIN,drought,0.336103292,0.013224428,
5/17/22,17,17,1,0,CONFYM,control,0.328752245,0.013084199,0.031
5/17/22,17,17,2,1200,CONFYM,control,0.334091478,0.013296698,
5/17/22,17,17,3,2400,CONFYM,control,0.336329914,0.013385787,
5/17/22,17,17,4,3600,CONFYM,control,0.34254069,0.013632973,
5/17/22,18,18,1,0,CONFYM,drought,0.327476359,0.01288499,0.023
5/17/22,18,18,2,1200,CONFYM,drought,0.331565485,0.013045882,
5/17/22,18,18,3,2400,CONFYM,drought,0.335107615,0.013185251,
5/17/22,18,18,4,3600,CONFYM,drought,0.337380705,0.013274689,
5/17/22,19,19,1,0,CONFYM,control,0.343571744,0.013674008,0.014
5/17/22,19,19,2,1200,CONFYM,control,0.338314868,0.013464787,
5/17/22,19,19,3,2400,CONFYM,control,0.343111189,0.013655679,
5/17/22,19,19,4,3600,CONFYM,control,0.348103192,0.013854358,
5/17/22,20,20,1,0,CONFYM,drought,0.327592963,0.012889578,0.042
5/17/22,20,20,2,1200,CONFYM,drought,0.335574536,0.013203623,
5/17/22,20,20,3,2400,CONFYM,drought,0.339056788,0.013340637,
5/17/22,20,20,4,3600,CONFYM,drought,0.34584744,0.013607824,
5/17/22,21,21,1,0,BIODYN,control,0.328964914,0.013092663,-0.002
5/17/22,21,21,2,1200,BIODYN,control,0.329685295,0.013121334,
5/17/22,21,21,3,2400,BIODYN,control,0.329383412,0.013109319,
5/17/22,21,21,4,3600,BIODYN,control,0.328141712,0.0130599,
5/17/22,22,22,1,0,BIODYN,drought,0.3274695,0.01288472,0.033
5/17/22,22,22,2,1200,BIODYN,drought,0.336790045,0.013251449,
5/17/22,22,22,3,2400,BIODYN,drought,0.338095054,0.013302796,
5/17/22,22,22,4,3600,BIODYN,drought,0.340994377,0.013416874,
5/17/22,23,23,1,0,CONMIN,control,0.32952063,0.01311478,0.065
5/17/22,23,23,2,1200,CONMIN,control,0.337023556,0.013413393,
5/17/22,23,23,3,2400,CONMIN,control,0.344286691,0.013702463,
5/17/22,23,23,4,3600,CONMIN,control,0.357642513,0.014234019,
5/17/22,24,24,1,0,CONMIN,drought,0.327997661,0.012905501,0.024
5/17/22,24,24,2,1200,CONMIN,drought,0.332766594,0.013093141,
5/17/22,24,24,3,2400,CONMIN,drought,0.33677631,0.013250908,
5/17/22,24,24,4,3600,CONMIN,drought,0.337257074,0.013269825,
5/24/22,1,1,1,0,CONMIN,control,0.359792632,0.014692953,0.132
5/24/22,1,1,2,1200,CONMIN,control,0.365932082,0.014943671,
5/24/22,1,1,3,2400,CONMIN,control,0.385559955,0.01574522,
5/24/22,1,1,4,3600,CONMIN,control,0.409055456,0.016704713,
5/24/22,2,2,1,0,CONMIN,drought,0.360723968,0.014644438,
5/24/22,2,2,2,1200,CONMIN,drought,1.009940431,0.041000907,
5/24/22,2,2,3,2400,CONMIN,drought,1.513612046,0.061448641,
5/24/22,2,2,4,3600,CONMIN,drought,1.585134587,0.064352267,
5/24/22,3,3,1,0,BIODYN,control,0.349918526,0.014289721,0.008
5/24/22,3,3,2,1200,BIODYN,control,0.349502553,0.014272734,
5/24/22,3,3,3,2400,BIODYN,control,0.353028133,0.014416709,
5/24/22,3,3,4,3600,BIODYN,control,0.35198447,0.014374089,
5/24/22,4,4,1,0,BIODYN,drought,0.341728252,0.013873262,0.017
5/24/22,4,4,2,1200,BIODYN,drought,0.343729561,0.01395451,
5/24/22,4,4,3,2400,BIODYN,drought,0.348973792,0.014167412,
5/24/22,4,4,4,3600,BIODYN,drought,0.347232545,0.014096722,
5/24/22,5,5,1,0,CONFYM,control,0.342686589,0.013994388,0.106
5/24/22,5,5,2,1200,CONFYM,control,0.35884019,0.014654058,
5/24/22,5,5,3,2400,CONFYM,control,0.372737856,0.0152216,
5/24/22,5,5,4,3600,CONFYM,control,0.386895763,0.015799771,
5/24/22,6,6,1,0,CONFYM,drought,0.343144641,0.013930764,0.037
5/24/22,6,6,2,1200,CONFYM,drought,0.345702965,0.014034625,
5/24/22,6,6,3,2400,CONFYM,drought,0.352153707,0.014296508,
5/24/22,6,6,4,3600,CONFYM,drought,0.356822632,0.014486054,
5/24/22,7,7,1,0,CONFYM,control,0.347740093,0.01420076,0.270
5/24/22,7,7,2,1200,CONFYM,control,0.384379734,0.015697023,
5/24/22,7,7,3,2400,CONFYM,control,0.414831976,0.01694061,
5/24/22,7,7,4,3600,CONFYM,control,0.447155622,0.01826062,
5/24/22,8,8,1,0,CONFYM,drought,0.343349008,0.013939061,0.571
5/24/22,8,8,2,1200,CONFYM,drought,0.450475675,0.01828812,
5/24/22,8,8,3,2400,CONFYM,drought,0.53216075,0.021604317,
5/24/22,8,8,4,3600,CONFYM,drought,0.580429642,0.023563907,
5/24/22,9,9,1,0,CONMIN,control,0.345569047,0.0141121,0.233
5/24/22,9,9,2,1200,CONMIN,control,0.371650418,0.015177192,
5/24/22,9,9,3,2400,CONMIN,control,0.406288255,0.016591708,
5/24/22,9,9,4,3600,CONMIN,control,0.432513601,0.017662679,
5/24/22,10,10,1,0,CONMIN,drought,0.358536833,0.014555646,-0.024
5/24/22,10,10,2,1200,CONMIN,drought,0.350179396,0.014216356,
5/24/22,10,10,3,2400,CONMIN,drought,0.34966471,0.014195461,
5/24/22,10,10,4,3600,CONMIN,drought,0.348000923,0.014127916,
5/24/22,11,11,1,0,BIODYN,control,0.34163665,0.013951512,0.035
5/24/22,11,11,2,1200,BIODYN,control,0.346668625,0.014157004,
5/24/22,11,11,3,2400,BIODYN,control,0.354544401,0.014478629,
5/24/22,11,11,4,3600,BIODYN,control,0.353712197,0.014444644,
5/24/22,12,12,1,0,BIODYN,drought,0.344293362,0.013977399,0.003
5/24/22,12,12,2,1200,BIODYN,drought,0.346591088,0.01407068,
5/24/22,12,12,3,2400,BIODYN,drought,0.349298096,0.014180578,
5/24/22,12,12,4,3600,BIODYN,drought,0.344624606,0.013990846,
5/24/22,13,13,1,0,BIODYN,control,0.344561176,0.014070941,0.824
5/24/22,13,13,2,1200,BIODYN,control,0.468973954,0.019151621,
5/24/22,13,13,3,2400,BIODYN,control,0.573205589,0.023408158,
5/24/22,13,13,4,3600,BIODYN,control,0.672873815,0.027478337,
5/24/22,14,14,1,0,BIODYN,drought,0.345068626,0.014008872,0.227
5/24/22,14,14,2,1200,BIODYN,drought,0.385609428,0.015654722,
5/24/22,14,14,3,2400,BIODYN,drought,0.412927485,0.016763762,
5/24/22,14,14,4,3600,BIODYN,drought,0.43242855,0.017555454,
5/24/22,15,15,1,0,CONMIN,control,0.342693636,0.013994676,0.251
5/24/22,15,15,2,1200,CONMIN,control,0.382309263,0.015612471,
5/24/22,15,15,3,2400,CONMIN,control,0.41917984,0.017118165,
5/24/22,15,15,4,3600,CONMIN,control,0.446056167,0.018215721,
5/24/22,16,16,1,0,CONMIN,drought,0.345561998,0.014028902,0.016
5/24/22,16,16,2,1200,CONMIN,drought,0.346513551,0.014067533,
5/24/22,16,16,3,2400,CONMIN,drought,0.350249903,0.014219219,
5/24/22,16,16,4,3600,CONMIN,drought,0.351378052,0.014265018,
5/24/22,17,17,1,0,CONFYM,control,0.345590191,0.014112964,0.271
5/24/22,17,17,2,1200,CONFYM,control,0.378155028,0.015442823,
5/24/22,17,17,3,2400,CONFYM,control,0.416757927,0.01701926,
5/24/22,17,17,4,3600,CONFYM,control,0.457344712,0.018676714,
5/24/22,18,18,1,0,CONFYM,drought,0.34442022,0.013982549,0.026
5/24/22,18,18,2,1200,CONFYM,drought,0.349283996,0.014180005,
5/24/22,18,18,3,2400,CONFYM,drought,0.352964665,0.014329431,
5/24/22,18,18,4,3600,CONFYM,drought,0.35525675,0.014422483,
5/24/22,19,19,1,0,CONFYM,control,0.360766303,0.014732715,0.072
5/24/22,19,19,2,1200,CONFYM,control,0.35722471,0.014588086,
5/24/22,19,19,3,2400,CONFYM,control,0.373521708,0.015253611,
5/24/22,19,19,4,3600,CONFYM,control,0.386358599,0.015777835,
5/24/22,20,20,1,0,CONFYM,drought,0.342411765,0.013901011,0.139
5/24/22,20,20,2,1200,CONFYM,drought,0.365974432,0.014857593,
